############################################################
#          Grid for Magnetic Declination
############################################################
#   7 Fields:
#     (1) Date in decimal years
#     (2) Latitude in decimal Degrees
#     (3) Longitude in decimal Degrees
#     (4) Elevation in km GPS
#     (5) Declination in Degree
#     (6) Declination_sv in Degree
#     (7) Declination_uncertainty in Degree
#
#   Magnetic Model: WMM-2020 (calculator version 0.5.1.11) 
#  Caution: location is approaching the blackout zone around the magnetic pole as defined by the WMM military specification (https://www.ngdc.noaa.gov/geomag/WMM/data/MIL-PRF-89500B.pdf). Compass accuracy may be degraded in this region.
#  Warning: location is in the blackout zone around the magnetic pole as defined by the WMM military specification (https://www.ngdc.noaa.gov/geomag/WMM/data/MIL-PRF-89500B.pdf). Compass accuracy is highly degraded in this region.
############################################################
2020.00000,85.00100,-180.00000,10.00000,-8.47990,-3.77121,5.85312
2020.00000,85.00100,-175.00000,10.00000,-7.66721,-3.63553,5.84644
2020.00000,85.00100,-170.00000,10.00000,-7.09762,-3.51502,5.93525
2020.00000,85.00100,-165.00000,10.00000,-6.98411,-3.38360,6.11930
2020.00000,85.00100,-160.00000,10.00000,-7.58075,-3.20260,6.40072
2020.00000,85.00100,-155.00000,10.00000,-9.20421,-2.91066,6.77886
2020.00000,85.00100,-150.00000,10.00000,-12.24081,-2.41268,7.23902
2020.00000,85.00100,-145.00000,10.00000,-17.10094,-1.58289,7.73057
2020.00000,85.00100,-140.00000,10.00000,-24.04413,-0.32629,8.13787
2020.00000,85.00100,-135.00000,10.00000,-32.82654,1.25933,8.28105
2020.00000,85.00100,-130.00000,10.00000,-42.41064,2.76703,8.01298
2020.00000,85.00100,-125.00000,10.00000,-51.28734,3.73792,7.36216
2020.00000,85.00100,-120.00000,10.00000,-58.31881,4.06297,6.51693
2020.00000,85.00100,-115.00000,10.00000,-63.16064,3.94546,5.66591
2020.00000,85.00100,-110.00000,10.00000,-66.02041,3.62470,4.90957
2020.00000,85.00100,-105.00000,10.00000,-67.28902,3.25030,4.27538
2020.00000,85.00100,-100.00000,10.00000,-67.34111,2.89144,3.75603
2020.00000,85.00100,-95.00000,10.00000,-66.47571,2.57276,3.33338
2020.00000,85.00100,-90.00000,10.00000,-64.91616,2.29885,2.98876
2020.00000,85.00100,-85.00000,10.00000,-62.82590,2.06650,2.70617
2020.00000,85.00100,-80.00000,10.00000,-60.32442,1.87017,2.47285
2020.00000,85.00100,-75.00000,10.00000,-57.49993,1.70415,2.27887
2020.00000,85.00100,-70.00000,10.00000,-54.41842,1.56334,2.11656
2020.00000,85.00100,-65.00000,10.00000,-51.12997,1.44344,1.98001
2020.00000,85.00100,-60.00000,10.00000,-47.67321,1.34092,1.86462
2020.00000,85.00100,-55.00000,10.00000,-44.07841,1.25289,1.76680
2020.00000,85.00100,-50.00000,10.00000,-40.36963,1.17703,1.68374
2020.00000,85.00100,-45.00000,10.00000,-36.56628,1.11146,1.61320
2020.00000,85.00100,-40.00000,10.00000,-32.68428,1.05464,1.55341
2020.00000,85.00100,-35.00000,10.00000,-28.73683,1.00534,1.50296
2020.00000,85.00100,-30.00000,10.00000,-24.73507,0.96256,1.46071
2020.00000,85.00100,-25.00000,10.00000,-20.68853,0.92546,1.42577
2020.00000,85.00100,-20.00000,10.00000,-16.60549,0.89339,1.39742
2020.00000,85.00100,-15.00000,10.00000,-12.49324,0.86580,1.37512
2020.00000,85.00100,-10.00000,10.00000,-8.35835,0.84227,1.35845
2020.00000,85.00100,-5.00000,10.00000,-4.20679,0.82244,1.34712
2020.00000,85.00100,0.00000,10.00000,-0.04416,0.80605,1.34094
2020.00000,85.00100,5.00000,10.00000,4.12423,0.79291,1.33983
2020.00000,85.00100,10.00000,10.00000,8.29324,0.78287,1.34382
2020.00000,85.00100,15.00000,10.00000,12.45771,0.77586,1.35302
2020.00000,85.00100,20.00000,10.00000,16.61244,0.77186,1.36768
2020.00000,85.00100,25.00000,10.00000,20.75198,0.77090,1.38815
2020.00000,85.00100,30.00000,10.00000,24.87052,0.77307,1.41491
2020.00000,85.00100,35.00000,10.00000,28.96174,0.77853,1.44862
2020.00000,85.00100,40.00000,10.00000,33.01855,0.78751,1.49012
2020.00000,85.00100,45.00000,10.00000,37.03290,0.80032,1.54048
2020.00000,85.00100,50.00000,10.00000,40.99535,0.81736,1.60107
2020.00000,85.00100,55.00000,10.00000,44.89473,0.83914,1.67364
2020.00000,85.00100,60.00000,10.00000,48.71741,0.86628,1.76041
2020.00000,85.00100,65.00000,10.00000,52.44653,0.89957,1.86427
